"Nombre Operador","Cédula","Código Ruta","Descripción Ruta","Código Ramal","Descripción Ramal","Mes","Año","pasajeroEquivalente","pasajerosTotal","Pasajeros Adulto Mayor","Pasajeros Regulares","Carreras","Ingresos"
"COMPAÑIA CARBACHEZ E HIJOS, E.I.R.L.","3-105-175606","272","SAN RAMON-SAN ISIDRO DE PEÑAS BLANCAS-LOS ANGELES DE LA FORTUNA CON EXTENSION CHACHAGUA DE LA FORTUNA Y VICEVERSA","R0818","SAN RAMON-LOS ANGELES DE LA FORTUNA","1","2021","","","132","1511","41.5","964445"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","09","SAN JOSE-ESCAZÚ-BELLO HORIZONTE-SAN ANTONIO-SANTA ANA Y RAMALES","R0023","SAN JOSE-SAN ANTONIO DE ESCAZU","1","2021","","","5757","63361","2295","34848550"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","09","SAN JOSE-ESCAZÚ-BELLO HORIZONTE-SAN ANTONIO-SANTA ANA Y RAMALES","R0024","SAN JOSE-SAN ANTONIO DE ESCAZU-Bº EL CARMEN","1","2021","","","1006","13079","547","7193450"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","09","SAN JOSE-ESCAZÚ-BELLO HORIZONTE-SAN ANTONIO-SANTA ANA Y RAMALES","R0025","SAN JOSE-SAN ANTONIO DE ESCAZU-EL CURIO","1","2021","","","523","6597","382","3628350"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","09","SAN JOSE-ESCAZÚ-BELLO HORIZONTE-SAN ANTONIO-SANTA ANA Y RAMALES","R0026","SAN JOSE-ESCAZU CENTRO","1","2021","","","4045","51963","1437","22084275"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","09","SAN JOSE-ESCAZÚ-BELLO HORIZONTE-SAN ANTONIO-SANTA ANA Y RAMALES","R0027","SAN JOSE-ESCAZU-VISTA DE ORO","1","2021","","","557","7403","442","3146275"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","09","SAN JOSE-ESCAZÚ-BELLO HORIZONTE-SAN ANTONIO-SANTA ANA Y RAMALES","R0028","SAN JOSE-ESCAZU-Bº CORAZON DE JESUS","1","2021","","","2000","25174","715","10698950"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","09","SAN JOSE-ESCAZÚ-BELLO HORIZONTE-SAN ANTONIO-SANTA ANA Y RAMALES","R0029","SAN JOSE-ESCAZU-Bº EL CARMEN-BEBEDERO","1","2021","","","1850","23750","681","13062500"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","09","SAN JOSE-ESCAZÚ-BELLO HORIZONTE-SAN ANTONIO-SANTA ANA Y RAMALES","R0030","SAN JOSE-ESCAZU-SANTA TERESA","1","2021","","","2668","35667","1074","15158475"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","09","SAN JOSE-ESCAZÚ-BELLO HORIZONTE-SAN ANTONIO-SANTA ANA Y RAMALES","R0031","SAN JOSE-ESCAZU-GUACHIPELIN x LOS ANONOS","1","2021","","","2091","28311","864","12032175"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","09","SAN JOSE-ESCAZÚ-BELLO HORIZONTE-SAN ANTONIO-SANTA ANA Y RAMALES","R0032","SAN JOSE-GUACHIPELIN-PAVICEN x PISTA","1","2021","","","4688","61209","1695","26013825"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","09","SAN JOSE-ESCAZÚ-BELLO HORIZONTE-SAN ANTONIO-SANTA ANA Y RAMALES","R0033","SAN JOSE-ESCAZU-BELLO HORIZONTE","1","2021","","","1254","15785","634","6708625"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","09","SAN JOSE-ESCAZÚ-BELLO HORIZONTE-SAN ANTONIO-SANTA ANA Y RAMALES","R0036","CIRCUNVALACION ESCAZU","1","2021","","","735","10239","258","4351575"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","09","SAN JOSE-ESCAZÚ-BELLO HORIZONTE-SAN ANTONIO-SANTA ANA Y RAMALES","R0039","SAN JOSE-PIEDADES","1","2021","","","10495","136189","2951.5","58561270"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","09","SAN JOSE-ESCAZÚ-BELLO HORIZONTE-SAN ANTONIO-SANTA ANA Y RAMALES","R0043","SAN JOSE-SANTA ANA-PIEDADES","1","2021","","","22606","318633","7991","148164345"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","09","SAN JOSE-ESCAZÚ-BELLO HORIZONTE-SAN ANTONIO-SANTA ANA Y RAMALES","R0046","CIUDAD COLON-PIEDADES (PERIFERICA)","1","2021","","","353","4065","471","1341450"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","09","SAN JOSE-ESCAZÚ-BELLO HORIZONTE-SAN ANTONIO-SANTA ANA Y RAMALES","R0056","SANTA ANA-SALITRAL","1","2021","","","344","3670","461","1211100"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","09","SAN JOSE-ESCAZÚ-BELLO HORIZONTE-SAN ANTONIO-SANTA ANA Y RAMALES","R0057","SANTA ANA-SALITRAL-MATINILLA","1","2021","","","606","8230","494","2715900"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","09","SAN JOSE-ESCAZÚ-BELLO HORIZONTE-SAN ANTONIO-SANTA ANA Y RAMALES","R0058","SANTA ANA-SALITRAL-CALLE LOS MONTOYA","1","2021","","","274","3727","576","1229910"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","09","SAN JOSE-ESCAZÚ-BELLO HORIZONTE-SAN ANTONIO-SANTA ANA Y RAMALES","R0060","SANTA ANA-PIEDADES-B° LOS ANGELES-LA PROMESA-PISTA","1","2021","","","498","6689","494","2207370"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","09","SAN JOSE-ESCAZÚ-BELLO HORIZONTE-SAN ANTONIO-SANTA ANA Y RAMALES","R0061","SANTA ANA-B° ESPAÑA","1","2021","","","1199","16145","1360","5327850"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","09","SAN JOSE-ESCAZÚ-BELLO HORIZONTE-SAN ANTONIO-SANTA ANA Y RAMALES","R0062","SANTA ANA-LINDORA","1","2021","","","1299","16644","1395.5","5492520"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","09","SAN JOSE-ESCAZÚ-BELLO HORIZONTE-SAN ANTONIO-SANTA ANA Y RAMALES","R0063","SANTA ANA-POZOS-B° CORAZON DE JESUS (IMAS)","1","2021","","","1259","16423","1022","5419590"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","1002","BRASIL DE SANTA ANA-COYOL DE ALAJUELA Y VICEVERSA","R2342","BRASIL DE SANTA ANA-COYOL DE ALAJUELA Y VICEVERSA","1","2021","","","20","239","102","115915"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","I-3","SANTA ANA - SAN ANTONIO DE BELEN - LA VALENCIA","R0005","SANTA ANA - SAN ANTONIO DE BELEN - LA VALENCIA","1","2021","","","188","2853","132","998550"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","I-5","URUCA-ESCAZU","R0004","URUCA-ESCAZU","1","2021","","","228","4489","137.5","1728265"
"COMPAÑÍA DE INVERSIONES LA TAPACHULA, S.A.","3-101-086411","I-6","ESCAZU - ALAJUELITA - HATILLO","R0006","ESCAZU - ALAJUELITA - HATILLO","1","2021","","","170","3361","90","1260375"
"COMPAÑÍA TRANSPORTISTA DEL SUROESTE, LIMITADA (COMTRASULI, LIMITADA)","3-101-010970","127","SAN JOSE-CIUDAD COLON","R0350","SAN JOSE-CIUDAD COLON CON EXTENSION Bº SAN BOSCO Y VICEVERSA","1","2021","","","3641","94700","1614.5","46876545"
"COMPAÑÍA TRANSPORTISTA DEL SUROESTE, LIMITADA (COMTRASULI, LIMITADA)","3-101-010970","127","SAN JOSE-CIUDAD COLON","R0352","PERIFERICA CIUDAD COLON","1","2021","","","15","1662","40","224405"
"COMPAÑÍA TRANSPORTISTA DEL SUROESTE, LIMITADA (COMTRASULI, LIMITADA)","3-101-010970","145","SAN JOSÉ – GUAYABO – JARIS DE MORA – SANTIAGO DE PURISCAL – PIEDRAS BLANCAS DE MORA – PALMICHAL Y VICEVERSA","R0353","SAN JOSE-PURISCAL","1","2021","","","6500","125742","1624","116940335"
"COMPAÑÍA TRANSPORTISTA DEL SUROESTE, LIMITADA (COMTRASULI, LIMITADA)","3-101-010970","145","SAN JOSÉ – GUAYABO – JARIS DE MORA – SANTIAGO DE PURISCAL – PIEDRAS BLANCAS DE MORA – PALMICHAL Y VICEVERSA","R0359","SAN JOSE-PALMICHAL","1","2021","","","2499","37472","523.5","32787720"
"COMPAÑÍA TRANSPORTISTA DEL SUROESTE, LIMITADA (COMTRASULI, LIMITADA)","3-101-010970","145","SAN JOSÉ – GUAYABO – JARIS DE MORA – SANTIAGO DE PURISCAL – PIEDRAS BLANCAS DE MORA – PALMICHAL Y VICEVERSA","R0361","SAN JOSE-PIEDRAS BLANCAS","1","2021","","","878","12620","201.5","10538010"
"COMPAÑÍA TRANSPORTISTA DEL SUROESTE, LIMITADA (COMTRASULI, LIMITADA)","3-101-010970","155","SANTIAGO-CAIS SANTIAGO-JARIS SANTIAGO-CRUCE DE TABARCIA SANTIAGO-PALMICHAL","R2229","SANTIAGO-CAIS ","1","2021","","","284","3558","60","889605"
"COMPAÑÍA TRANSPORTISTA DEL SUROESTE, LIMITADA (COMTRASULI, LIMITADA)","3-101-010970","155","SANTIAGO-CAIS SANTIAGO-JARIS SANTIAGO-CRUCE DE TABARCIA SANTIAGO-PALMICHAL","R2230","SANTIAGO-JARIS","1","2021","","","374","5207","78.5","1327665"
"COMPAÑÍA TRANSPORTISTA DEL SUROESTE, LIMITADA (COMTRASULI, LIMITADA)","3-101-010970","155","SANTIAGO-CAIS SANTIAGO-JARIS SANTIAGO-CRUCE DE TABARCIA SANTIAGO-PALMICHAL","R2231","SANTIAGO-CRUCE DE TABARCIA","1","2021","","","1475","13971","336","3492660"
"COMPAÑÍA TRANSPORTISTA DEL SUROESTE, LIMITADA (COMTRASULI, LIMITADA)","3-101-010970","155","SANTIAGO-CAIS SANTIAGO-JARIS SANTIAGO-CRUCE DE TABARCIA SANTIAGO-PALMICHAL","R2232","SANTIAGO-PALMICHAL","1","2021","","","581","5516","113.5","2896315"
"CONSORCIO SECTORIZADO DE TRANSPORTES REGION HUETAR NORTE S.A","3-101-065811","1248","CIUDAD QUESADA-COOPEVEGA","R0926","CIUDAD QUESADA-COOPEVEGA","1","2021","","","228","5712","62","6111840"
"CONSORCIO SECTORIZADO DE TRANSPORTES REGION HUETAR NORTE S.A","3-101-065811","205","SAN JOSE-CIUDAD QUESADA (SERVICIO DIRECTO)","R0516","SAN JOSE-CIUDAD QUESADA (REGULAR)","1","2021","","","622","21598","314","41792130"
"CONSORCIO SECTORIZADO DE TRANSPORTES REGION HUETAR NORTE S.A","3-101-065811","205","SAN JOSE-CIUDAD QUESADA (SERVICIO DIRECTO)","R0537","SAN JOSE-CIUDAD QUESADA-LA FORTUNA-GUATUSO","1","2021","","","100","1409","31","3846570"
"CONSORCIO SECTORIZADO DE TRANSPORTES REGION HUETAR NORTE S.A","3-101-065811","205","SAN JOSE-CIUDAD QUESADA (SERVICIO DIRECTO)","R0545","SAN JOSE-CIUDAD QUESADA-PITAL","1","2021","","","82","1392","31","3069360"
"CONSORCIO SECTORIZADO DE TRANSPORTES REGION HUETAR NORTE S.A","3-101-065811","205","SAN JOSE-CIUDAD QUESADA (SERVICIO DIRECTO)","R0550","SAN JOSE-CIUDAD QUESADA-VENECIA-SAN MIGUEL","1","2021","","","76","1385","31","3199350"
"CONSORCIO SECTORIZADO DE TRANSPORTES REGION HUETAR NORTE S.A","3-101-065811","205","SAN JOSE-CIUDAD QUESADA (SERVICIO DIRECTO)","R0555","SAN JOSE-CIUDAD QUESADA-LOS CHILES-FRONTERA NORTE","1","2021","","","225","3999","62","12536865"
"CONSORCIO SECTORIZADO DE TRANSPORTES REGION HUETAR NORTE S.A","3-101-065811","205","SAN JOSE-CIUDAD QUESADA (SERVICIO DIRECTO)","R2284","SAN JOSE-CIUDAD QUESADA (DIRECTO)","1","2021","","","469","23987","429","46414845"
"CONSORCIO SECTORIZADO DE TRANSPORTES REGION HUETAR NORTE S.A","3-101-065811","205","SAN JOSE-CIUDAD QUESADA (SERVICIO DIRECTO)","R2285","SAN JOSE- CIUDAD QUESADA-LA FORTUNA","1","2021","","","99","1854","31","4968720"
"COOPATRAC, R.L.","3-004-071909","285","CIUDAD QUESADA-TERMINAL PLAZA SAN CARLOS-COROBICI-COOCOQUE-HOSPITAL-LOS ANGELES-ARCO IRIS-CAMPO 1-SAN LUIS-CAMPO 2-GAMONALES-LA ISLA-SAN GERARDO-SAN VICENTE-CEDRAL-LA PLAZA-URBANIZACION CAÑAVERAL-DULCE NOMBRE-SAN RAMON","R0833","CIUDAD QUESADA-CEDRAL-SAN RAMON","1","2021","","","92","993","37.5","868875"
"COOPATRAC, R.L.","3-004-071909","285","CIUDAD QUESADA-TERMINAL PLAZA SAN CARLOS-COROBICI-COOCOQUE-HOSPITAL-LOS ANGELES-ARCO IRIS-CAMPO 1-SAN LUIS-CAMPO 2-GAMONALES-LA ISLA-SAN GERARDO-SAN VICENTE-CEDRAL-LA PLAZA-URBANIZACION CAÑAVERAL-DULCE NOMBRE-SAN RAMON","R0834","CIUDAD QUESADA-SAN VICENTE","1","2021","","","73","613","50","407645"
"COOPATRAC, R.L.","3-004-071909","285","CIUDAD QUESADA-TERMINAL PLAZA SAN CARLOS-COROBICI-COOCOQUE-HOSPITAL-LOS ANGELES-ARCO IRIS-CAMPO 1-SAN LUIS-CAMPO 2-GAMONALES-LA ISLA-SAN GERARDO-SAN VICENTE-CEDRAL-LA PLAZA-URBANIZACION CAÑAVERAL-DULCE NOMBRE-SAN RAMON","R0835","CIUDAD QUESADA-CEDRAL-DULCE NOMBRE","1","2021","","","386","10613","217","3714550"
"COOPATRAC, R.L.","3-004-071909","285","CIUDAD QUESADA-TERMINAL PLAZA SAN CARLOS-COROBICI-COOCOQUE-HOSPITAL-LOS ANGELES-ARCO IRIS-CAMPO 1-SAN LUIS-CAMPO 2-GAMONALES-LA ISLA-SAN GERARDO-SAN VICENTE-CEDRAL-LA PLAZA-URBANIZACION CAÑAVERAL-DULCE NOMBRE-SAN RAMON","R0836","CIUDAD QUESADA-CEDRAL-PLAZA","1","2021","","","466","15243","620","4420470"
"COOPATRAC, R.L.","3-004-071909","285","CIUDAD QUESADA-TERMINAL PLAZA SAN CARLOS-COROBICI-COOCOQUE-HOSPITAL-LOS ANGELES-ARCO IRIS-CAMPO 1-SAN LUIS-CAMPO 2-GAMONALES-LA ISLA-SAN GERARDO-SAN VICENTE-CEDRAL-LA PLAZA-URBANIZACION CAÑAVERAL-DULCE NOMBRE-SAN RAMON","R0837","CIUDAD QUESADA-CAÑAVERAL","1","2021","","","437","11954","248","3466660"
"COOPATRAC, R.L.","3-004-071909","285","CIUDAD QUESADA-TERMINAL PLAZA SAN CARLOS-COROBICI-COOCOQUE-HOSPITAL-LOS ANGELES-ARCO IRIS-CAMPO 1-SAN LUIS-CAMPO 2-GAMONALES-LA ISLA-SAN GERARDO-SAN VICENTE-CEDRAL-LA PLAZA-URBANIZACION CAÑAVERAL-DULCE NOMBRE-SAN RAMON","R0838","CIUDAD QUESADA-CAMPO 1-SAN LUIS","1","2021","","","315","4177","217","1211330"
"COOPATRAC, R.L.","3-004-071909","285","CIUDAD QUESADA-TERMINAL PLAZA SAN CARLOS-COROBICI-COOCOQUE-HOSPITAL-LOS ANGELES-ARCO IRIS-CAMPO 1-SAN LUIS-CAMPO 2-GAMONALES-LA ISLA-SAN GERARDO-SAN VICENTE-CEDRAL-LA PLAZA-URBANIZACION CAÑAVERAL-DULCE NOMBRE-SAN RAMON","R0839","CIUDAD QUESADA-TEXACO-COROBICI","1","2021","","","349","6968","456","2020720"
"COOPATRAC, R.L.","3-004-071909","285","CIUDAD QUESADA-TERMINAL PLAZA SAN CARLOS-COROBICI-COOCOQUE-HOSPITAL-LOS ANGELES-ARCO IRIS-CAMPO 1-SAN LUIS-CAMPO 2-GAMONALES-LA ISLA-SAN GERARDO-SAN VICENTE-CEDRAL-LA PLAZA-URBANIZACION CAÑAVERAL-DULCE NOMBRE-SAN RAMON","R0840","CIUDAD QUESADA-CAMPO 2","1","2021","","","301","3480","175","1009200"
"COOPATRAC, R.L.","3-004-071909","285","CIUDAD QUESADA-TERMINAL PLAZA SAN CARLOS-COROBICI-COOCOQUE-HOSPITAL-LOS ANGELES-ARCO IRIS-CAMPO 1-SAN LUIS-CAMPO 2-GAMONALES-LA ISLA-SAN GERARDO-SAN VICENTE-CEDRAL-LA PLAZA-URBANIZACION CAÑAVERAL-DULCE NOMBRE-SAN RAMON","R0841","CIUDAD QUESADA-Bº LOS ANGELES","1","2021","","","481","9865","651","2860850"
"COOPATRAC, R.L.","3-004-071909","285","CIUDAD QUESADA-TERMINAL PLAZA SAN CARLOS-COROBICI-COOCOQUE-HOSPITAL-LOS ANGELES-ARCO IRIS-CAMPO 1-SAN LUIS-CAMPO 2-GAMONALES-LA ISLA-SAN GERARDO-SAN VICENTE-CEDRAL-LA PLAZA-URBANIZACION CAÑAVERAL-DULCE NOMBRE-SAN RAMON","R0842","CIUDAD QUESADA-URBANIZACION ARCO IRIS","1","2021","","","261","5713","400","1656770"
"COOPATRAC, R.L.","3-004-071909","285","CIUDAD QUESADA-TERMINAL PLAZA SAN CARLOS-COROBICI-COOCOQUE-HOSPITAL-LOS ANGELES-ARCO IRIS-CAMPO 1-SAN LUIS-CAMPO 2-GAMONALES-LA ISLA-SAN GERARDO-SAN VICENTE-CEDRAL-LA PLAZA-URBANIZACION CAÑAVERAL-DULCE NOMBRE-SAN RAMON","R0843","CIUDAD QUESADA-SAN GERARDO","1","2021","","","330","4172","175","1209880"
"COOPATRAC, R.L.","3-004-071909","285","CIUDAD QUESADA-TERMINAL PLAZA SAN CARLOS-COROBICI-COOCOQUE-HOSPITAL-LOS ANGELES-ARCO IRIS-CAMPO 1-SAN LUIS-CAMPO 2-GAMONALES-LA ISLA-SAN GERARDO-SAN VICENTE-CEDRAL-LA PLAZA-URBANIZACION CAÑAVERAL-DULCE NOMBRE-SAN RAMON","R0844","CIUDAD QUESADA-URBANIZACION COOCIQUE","1","2021","","","2735","39902","2151","11571580"
"COOPATRAC, R.L.","3-004-071909","285","CIUDAD QUESADA-TERMINAL PLAZA SAN CARLOS-COROBICI-COOCOQUE-HOSPITAL-LOS ANGELES-ARCO IRIS-CAMPO 1-SAN LUIS-CAMPO 2-GAMONALES-LA ISLA-SAN GERARDO-SAN VICENTE-CEDRAL-LA PLAZA-URBANIZACION CAÑAVERAL-DULCE NOMBRE-SAN RAMON","R0845","CIUDAD QUESADA-B° SAN MARTIN-GAMONALES","1","2021","","","502","10427","465","3023830"
"COOPATRAC, R.L.","3-004-071909","285","CIUDAD QUESADA-TERMINAL PLAZA SAN CARLOS-COROBICI-COOCOQUE-HOSPITAL-LOS ANGELES-ARCO IRIS-CAMPO 1-SAN LUIS-CAMPO 2-GAMONALES-LA ISLA-SAN GERARDO-SAN VICENTE-CEDRAL-LA PLAZA-URBANIZACION CAÑAVERAL-DULCE NOMBRE-SAN RAMON","R0846","CIUDAD QUESADA-B° SAN MARTIN-LA ISLA","1","2021","","","349","6875","465","1993750"
"COOPATRAC, R.L.","3-004-071909","285","CIUDAD QUESADA-TERMINAL PLAZA SAN CARLOS-COROBICI-COOCOQUE-HOSPITAL-LOS ANGELES-ARCO IRIS-CAMPO 1-SAN LUIS-CAMPO 2-GAMONALES-LA ISLA-SAN GERARDO-SAN VICENTE-CEDRAL-LA PLAZA-URBANIZACION CAÑAVERAL-DULCE NOMBRE-SAN RAMON","R0847","CIUDAD QUESADA-TERMINAL-PLAZA SAN CARLOS","1","2021","","","2960","39726","2977","11520540"
"COOPERATIVA DE AUTOBUSEROS NACIONALES ASOCIADOS, RESPONSABILIDAD LIMITADA (COOPANA, R.L.)","3-004-045200","20","SAN JOSE-TIBAS-SANTO DOMINGO Y RAMALES","R2255","MEGA SÚPER-LA VICTORIA-SANTA ROSA-SANTO DOMINGO-SAN JOSÉ","1","2021","","","3420","53170","1439.5","21533850"
"COOPERATIVA DE AUTOBUSEROS NACIONALES ASOCIADOS, RESPONSABILIDAD LIMITADA (COOPANA, R.L.)","3-004-045200","20","SAN JOSE-TIBAS-SANTO DOMINGO Y RAMALES","R2256","SAN MARTÍN-SANTA ROSA-SANTO DOMINGO-SAN JOSÉ","1","2021","","","1232","13776","393","5579280"
"COOPERATIVA DE AUTOBUSEROS NACIONALES ASOCIADOS, RESPONSABILIDAD LIMITADA (COOPANA, R.L.)","3-004-045200","20","SAN JOSE-TIBAS-SANTO DOMINGO Y RAMALES","R2257","LA VIGUI-SANTO DOMINGO-TIBÁS-SAN JOSÉ","1","2021","","","1506","15196","512.5","6154380"
"COOPERATIVA DE AUTOBUSEROS NACIONALES ASOCIADOS, RESPONSABILIDAD LIMITADA (COOPANA, R.L.)","3-004-045200","20","SAN JOSE-TIBAS-SANTO DOMINGO Y RAMALES","R2258","BARRIO LOURDES-QUEBRADAS-SANTO DOMINGO-TIBÁS-SAN JOSÉ","1","2021","","","2502","38622","966","15500255"
"COOPERATIVA DE AUTOBUSEROS NACIONALES ASOCIADOS, RESPONSABILIDAD LIMITADA (COOPANA, R.L.)","3-004-045200","20","SAN JOSE-TIBAS-SANTO DOMINGO Y RAMALES","R2259","CALLE HIGINIA-SANTO TOMÁS-SANTO DOMINGO-SAN JOSÉ","1","2021","","","122","1127","36","456435"
"COOPERATIVA DE AUTOBUSEROS NACIONALES ASOCIADOS, RESPONSABILIDAD LIMITADA (COOPANA, R.L.)","3-004-045200","20","SAN JOSE-TIBAS-SANTO DOMINGO Y RAMALES","R2260","LAS JUNTAS-SAN LUIS-SAN JOSÉ X PISTA","1","2021","","","978","17827","561","7498355"
"COOPERATIVA DE AUTOBUSEROS NACIONALES ASOCIADOS, RESPONSABILIDAD LIMITADA (COOPANA, R.L.)","3-004-045200","20","SAN JOSE-TIBAS-SANTO DOMINGO Y RAMALES","R2261","LOS ÁNGELES-SAN LUIS-SAN MIGUEL-SAN JOSÉ X PISTA","1","2021","","","3527","48028","1027","19436420"
"COOPERATIVA DE AUTOBUSEROS NACIONALES ASOCIADOS, RESPONSABILIDAD LIMITADA (COOPANA, R.L.)","3-004-045200","20","SAN JOSE-TIBAS-SANTO DOMINGO Y RAMALES","R2262","SAN JOSÉ-BARRIO VIRGINIA-BARRIO SOCORRO-PISTA URBANO","1","2021","","","608","9326","435","3963550"
"COOPERATIVA DE AUTOBUSEROS NACIONALES ASOCIADOS, RESPONSABILIDAD LIMITADA (COOPANA, R.L.)","3-004-045200","20","SAN JOSE-TIBAS-SANTO DOMINGO Y RAMALES","R2263","SANTO DOMINGO-SANTO TOMÁS-LOS ÁNGELES-SAN MIGUEL-SAN LUIS","1","2021","","","1347","14569","478","4443545"
"COOPERATIVA DE AUTOBUSEROS NACIONALES ASOCIADOS, RESPONSABILIDAD LIMITADA (COOPANA, R.L.)","3-004-045200","20","SAN JOSE-TIBAS-SANTO DOMINGO Y RAMALES","R2264","FLORIDA-TIBÁS-SAN JOSÉ","1","2021","","","4960","69879","1491.5","21662490"
"COOPERATIVA DE AUTOBUSEROS NACIONALES ASOCIADOS, RESPONSABILIDAD LIMITADA (COOPANA, R.L.)","3-004-045200","20","SAN JOSE-TIBAS-SANTO DOMINGO Y RAMALES","R2265","FLORIDA-LLORENTE-SAN JOSÉ","1","2021","","","7030","69777","1820.5","21630870"
"COOPERATIVA DE AUTOBUSEROS NACIONALES ASOCIADOS, RESPONSABILIDAD LIMITADA (COOPANA, R.L.)","3-004-045200","20","SAN JOSE-TIBAS-SANTO DOMINGO Y RAMALES","R2266","BARRIO VIRGINIA-FLORIDA-TIBÁS-SAN JOSÉ","1","2021","","","1810","16405","332","5085550"
"COOPERATIVA DE AUTOBUSEROS NACIONALES ASOCIADOS, RESPONSABILIDAD LIMITADA (COOPANA, R.L.)","3-004-045200","20","SAN JOSE-TIBAS-SANTO DOMINGO Y RAMALES","R2267","SAN JOSÉ-JARDÍNES-SANTA MÓNICA","1","2021","","","","250","13","77500"
"COOPERATIVA DE AUTOBUSEROS NACIONALES ASOCIADOS, RESPONSABILIDAD LIMITADA (COOPANA, R.L.)","3-004-045200","20","SAN JOSE-TIBAS-SANTO DOMINGO Y RAMALES","R2268","SAN JOSÉ-BAJO PIUSES","1","2021","","","5410","39130","1649","12130300"
"COOPERATIVA DE AUTOBUSEROS NACIONALES ASOCIADOS, RESPONSABILIDAD LIMITADA (COOPANA, R.L.)","3-004-045200","20","SAN JOSE-TIBAS-SANTO DOMINGO Y RAMALES","R2269","SAN JOSÉ-EL INVU-LINDA VISTA","1","2021","","","864","8269","294","2563390"
"COOPERATIVA DE AUTOBUSEROS NACIONALES ASOCIADOS, RESPONSABILIDAD LIMITADA (COOPANA, R.L.)","3-004-045200","20","SAN JOSE-TIBAS-SANTO DOMINGO Y RAMALES","R2270","SAN JOSÉ-CUATRO REINAS POR TIBÁS","1","2021","","","4337","43695","1139","13545450"
"COOPERATIVA DE AUTOBUSEROS NACIONALES ASOCIADOS, RESPONSABILIDAD LIMITADA (COOPANA, R.L.)","3-004-045200","20","SAN JOSE-TIBAS-SANTO DOMINGO Y RAMALES","R2271","SAN JOSÉ-ALMENDROS-CUATRO REINAS POR EL CRUCE","1","2021","","","4904","48154","1477.5","14927740"
"COOPERATIVA DE AUTOBUSEROS NACIONALES ASOCIADOS, RESPONSABILIDAD LIMITADA (COOPANA, R.L.)","3-004-045200","20","SAN JOSE-TIBAS-SANTO DOMINGO Y RAMALES","R2272","SAN JOSÉ-TIBÁS-LAS REINAS-CUATRO REINAS","1","2021","","","3421","30752","656.5","9533120"
"COOPERATIVA DE AUTOBUSEROS NACIONALES ASOCIADOS, RESPONSABILIDAD LIMITADA (COOPANA, R.L.)","3-004-045200","20","SAN JOSE-TIBAS-SANTO DOMINGO Y RAMALES","R2273","PERIFÉRICA SANTA ROSA-MEGA SÚPER","1","2021","","","452","4983","227.5","1146090"
"COOPERATIVA DE AUTOBUSEROS NACIONALES ASOCIADOS, RESPONSABILIDAD LIMITADA (COOPANA, R.L.)","3-004-045200","20","SAN JOSE-TIBAS-SANTO DOMINGO Y RAMALES","R2274","PERIFÉRICA SECTOR NORTE (ENTRA CLÍNICA)","1","2021","","","383","2834","223","651820"
"COOPERATIVA DE AUTOBUSEROS NACIONALES ASOCIADOS, RESPONSABILIDAD LIMITADA (COOPANA, R.L.)","3-004-045200","20","SAN JOSE-TIBAS-SANTO DOMINGO Y RAMALES","R2275","PERIFÉRICA SECTOR NORTE","1","2021","","","430","3658","337","841340"
"COOPERATIVA DE AUTOBUSEROS NACIONALES ASOCIADOS, RESPONSABILIDAD LIMITADA (COOPANA, R.L.)","3-004-045200","20","SAN JOSE-TIBAS-SANTO DOMINGO Y RAMALES","R2276","PERIFÉRICA SECTOR SUR","1","2021","","","456","3152","310","724960"
